disease	hpo
ORPHA_99772	HP_0000185,HP_0000220,HP_0002033,HP_0010863,HP_0011469,HP_0200136,HP_0000327,HP_0000403,HP_0000405,HP_0001611,HP_0009088,HP_0011219,HP_0011951
ORPHA_422	HP_0002092,HP_0002094,HP_0011025,HP_0001279,HP_0001962,HP_0002240,HP_0005133,HP_0005180,HP_0012378,HP_0030148,HP_0030848,HP_0100749,HP_0010741
ORPHA_94080	HP_0002668,HP_0001069,HP_0001095,HP_0001342,HP_0001618,HP_0001824,HP_0001962,HP_0002018,HP_0002331,HP_0002574,HP_0002640,HP_0002864,HP_0003072,HP_0003345,HP_0003574,HP_0003639,HP_0008629,HP_0010532,HP_0011703,HP_0011979,HP_0012378,HP_0031284,HP_0100749,HP_0000405,HP_0000790,HP_0000980,HP_0001293,HP_0001337,HP_0001605,HP_0001635,HP_0025269
ORPHA_94086	HP_0040317,HP_0000121,HP_0002014,HP_0003072,HP_0004324,HP_0001942,HP_0001988,HP_0002905,HP_0002910,HP_0002925,HP_0031507,HP_0031883
ORPHA_85128	HP_0000529,HP_0000551,HP_0001123,HP_0030469,HP_0030474,HP_0030618,HP_0000493,HP_0000539,HP_0000546,HP_0000580,HP_0000608,HP_0007814,HP_0032118,HP_0000510,HP_0000603,HP_0000610,HP_0000662,HP_0001129,HP_0007722,HP_0007984,HP_0030528,HP_0030529
ORPHA_457260	HP_0001249,HP_0000252,HP_0000504,HP_0000718,HP_0000729,HP_0000752,HP_0001257,HP_0001290,HP_0002136,HP_0100660,HP_0000202,HP_0000365,HP_0000505,HP_0000826,HP_0001000,HP_0001250,HP_0001263,HP_0001388,HP_0001999,HP_0002079,HP_0002119,HP_0002539,HP_0002650
ORPHA_417	HP_0000774,HP_0000944,HP_0002240,HP_0002757,HP_0100530,HP_0000820,HP_0001252,HP_0001744,HP_0003355,HP_0004322
ORPHA_416	HP_0003159,HP_0008672,HP_0000121,HP_0000164,HP_0000488,HP_0000543,HP_0000648,HP_0000790,HP_0001508,HP_0001942,HP_0002653,HP_0002757,HP_0002910,HP_0004417,HP_0005789,HP_0006479,HP_0007663,HP_0009830,HP_0011072,HP_0011506,HP_0012072,HP_0012622,HP_0012722,HP_0025324,HP_0030880,HP_0031981,HP_0100758,HP_0001063,HP_0002150,HP_0003774,HP_0000965,HP_0001638,HP_0025520
ORPHA_419	HP_0000093,HP_0000112,HP_0001250,HP_0003137,HP_0008358,HP_0100753
ORPHA_412	HP_0000799,HP_0000819,HP_0000821,HP_0000951,HP_0001084,HP_0001114,HP_0002240,HP_0001397,HP_0001513,HP_0001681,HP_0001735,HP_0001997,HP_0002155,HP_0002635,HP_0003124,HP_0003141,HP_0003233,HP_0004943,HP_0004950,HP_0005181,HP_0004950,HP_0010874,HP_0012397
ORPHA_415	HP_0001347,HP_0001987,HP_0011965,HP_0012026,HP_0012758,HP_0100543,HP_0001249,HP_0001254,HP_0001258,HP_0001289,HP_0001290,HP_0001328,HP_0001410,HP_0001508,HP_0002038,HP_0002073,HP_0002120,HP_0002169,HP_0002240,HP_0002370,HP_0002495,HP_0002572,HP_0002789,HP_0002910,HP_0003218,HP_0006846,HP_0007256,HP_0011098,HP_0011968,HP_0012115,HP_0001250,HP_0001259,HP_0001950,HP_0002064,HP_0002123,HP_0003256,HP_0007052,HP_0000533,HP_0001399,HP_0040030
ORPHA_572013	HP_0001302,HP_0007360,HP_0008936,HP_0010864,HP_0012758,HP_0025100,HP_0030301,HP_0000486,HP_0002015,HP_0004305,HP_0033725,HP_0000011,HP_0000324,HP_0000609,HP_0000733,HP_0001257,HP_0002827,HP_0012469,HP_0032794,HP_0100704
ORPHA_414	HP_0000529,HP_0000533,HP_0000545,HP_0012026,HP_0200065,HP_0000518,HP_0000523,HP_0000618,HP_0001103,HP_0001133,HP_0003355,HP_0007675,HP_0040031,HP_0000365,HP_0001250,HP_0001595
ORPHA_452	HP_0000028,HP_0000062,HP_0000252,HP_0000347,HP_0000966,HP_0001249,HP_0001250,HP_0001252,HP_0001257,HP_0001263,HP_0001274,HP_0001302,HP_0001522,HP_0001629,HP_0001643,HP_0001738,HP_0002024,HP_0002119,HP_0002251,HP_0008736,HP_0011220
ORPHA_284400	HP_0000790,HP_0002027,HP_0003072,HP_0009725,HP_0100518,HP_0000010
ORPHA_455	HP_0000963,HP_0000969,HP_0000982,HP_0008064,HP_0008066,HP_0100792,HP_0010783
ORPHA_454	HP_0000083,HP_0000958,HP_0000962,HP_0000982,HP_0000989,HP_0001581,HP_0002664,HP_0002665,HP_0002960,HP_0006775,HP_0008064,HP_0010783,HP_0100242,HP_0100326,HP_0200034
ORPHA_85112	HP_0000982,HP_0006739,HP_0012245
ORPHA_240112	HP_0011098,HP_0006977,HP_0030391,HP_0001268,HP_0002465,HP_0002549,HP_0009088,HP_0031434,HP_0007158,HP_0000511,HP_0002527,HP_0000741,HP_0030784,HP_0025268,HP_0001300,HP_0002312,HP_0002015,HP_0002172,HP_0002381,HP_0030217,HP_0002167
ORPHA_94068	HP_0001510,HP_0002650,HP_0002938,HP_0003521,HP_0010575,HP_0045060,HP_0000280,HP_0000470,HP_0000926,HP_0000939,HP_0002808,HP_0002857,HP_0003180,HP_0009824,HP_0012368,HP_0030838,HP_0040194,HP_0100569,HP_0000162,HP_0000175,HP_0000316,HP_0000347,HP_0000365,HP_0000541,HP_0000545,HP_0001270,HP_0001552,HP_0001760,HP_0002176,HP_0002515,HP_0002795,HP_0002996,HP_0003026,HP_0003097,HP_0003306,HP_0003418,HP_0004349,HP_0008462,HP_0008755,HP_0010585,HP_0030839,HP_0100864
ORPHA_94066	HP_0000175,HP_0000272,HP_0000303,HP_0000322,HP_0001250,HP_0001252,HP_0001357,HP_0001629,HP_0001800,HP_0002714,HP_0009835,HP_0000316,HP_0002553,HP_0004397,HP_0010185,HP_0010864
ORPHA_369891	HP_0000750,HP_0001263,HP_0001270,HP_0000154,HP_0000158,HP_0000194,HP_0000369,HP_0000414,HP_0000431,HP_0000582,HP_0000708,HP_0000729,HP_0001252,HP_0001328,HP_0002342,HP_0002465,HP_0000028,HP_0000218,HP_0000248,HP_0000286,HP_0000294,HP_0000303,HP_0000311,HP_0000316,HP_0000325,HP_0000337,HP_0000341,HP_0000365,HP_0000384,HP_0000400,HP_0000470,HP_0000508,HP_0000540,HP_0000545,HP_0000687,HP_0000711,HP_0000713,HP_0000717,HP_0000718,HP_0000752,HP_0001155,HP_0001159,HP_0001251,HP_0001357,HP_0001537,HP_0001627,HP_0001629,HP_0001655,HP_0001760,HP_0002236,HP_0002311,HP_0002313,HP_0002353,HP_0002714,HP_0003196,HP_0004322,HP_0005280,HP_0005612,HP_0007633,HP_0007700,HP_0010841,HP_0011228,HP_0011800,HP_0012385,HP_0030084,HP_0100025
ORPHA_446	HP_0000347,HP_0000448,HP_0000463,HP_0000581,HP_0001943,HP_0002612,HP_0003281,HP_0003452,HP_0006579,HP_0006709,HP_0100542
ORPHA_447	HP_0030272,HP_0001878,HP_0001903,HP_0003641,HP_0025406,HP_0001907,HP_0001923,HP_0002094,HP_0002315,HP_0002574,HP_0002625,HP_0003138,HP_0004936,HP_0008282,HP_0012543,HP_0012622,HP_0020181,HP_0025435,HP_0032106,HP_0040303,HP_0100749,HP_0000083,HP_0000093,HP_0000802,HP_0000822,HP_0000952,HP_0001254,HP_0001297,HP_0001658,HP_0001873,HP_0001876,HP_0001882,HP_0001919,HP_0002204,HP_0002639,HP_0004420,HP_0012132,HP_0030248,HP_0032043,HP_0001994,HP_0002015,HP_0003076,HP_0025271
ORPHA_442	HP_0000080,HP_0000135,HP_0000158,HP_0000202,HP_0000239,HP_0000246,HP_0000271,HP_0000280,HP_0000365,HP_0000457,HP_0000458,HP_0000478,HP_0000492,HP_0000504,HP_0000518,HP_0000648,HP_0000716,HP_0000739,HP_0000787,HP_0000820,HP_0000821,HP_0000822,HP_0000830,HP_0000853,HP_0001071,HP_0001249,HP_0001252,HP_0001263,HP_0001315,HP_0001537,HP_0001595,HP_0001615,HP_0001697,HP_0002019,HP_0002045,HP_0002360,HP_0002575,HP_0002615,HP_0003270,HP_0003401,HP_0004322,HP_0004491,HP_0005214,HP_0005930,HP_0006579,HP_0008188,HP_0008872,HP_0010864,HP_0011675,HP_0100540
ORPHA_441	HP_0000970,HP_0001278,HP_0012332,HP_0012099,HP_0025142,HP_0000020,HP_0001279,HP_0002019,HP_0100518,HP_0000802
ORPHA_99750	HP_0000597,HP_0007256,HP_0002751,HP_0000726,HP_0001300,HP_0030188,HP_0002067,HP_0001268,HP_0000719,HP_0000496,HP_0004373,HP_0001260,HP_0002317,HP_0002527,HP_0000657,HP_0006801,HP_0007076,HP_0002063,HP_0001337,HP_0031825,HP_0009088,HP_0010526,HP_0005329,HP_0000643,HP_0025330,HP_0011098,HP_0006977,HP_0010522,HP_0004302
ORPHA_444	HP_0001596,HP_0002208,HP_0002209,HP_0100840,HP_0200102
ORPHA_94064	HP_0000027,HP_0000407,HP_0003251
ORPHA_284417	HP_0001531,HP_0002154,HP_0008872,HP_0011451,HP_0012279,HP_0012736,HP_0030215,HP_0000474,HP_0001250,HP_0001276,HP_0001347,HP_0001511,HP_0002079,HP_0009062,HP_0012430,HP_0000316,HP_0000340,HP_0000347,HP_0000470,HP_0001285,HP_0001320,HP_0001336,HP_0001339,HP_0001363,HP_0001776,HP_0002392,HP_0003121,HP_0005280,HP_0006380,HP_0006466,HP_0006956,HP_0007704,HP_0008064,HP_0009879,HP_0011097,HP_0011196,HP_0011471,HP_0012448,HP_0040288,HP_0200048
ORPHA_94065	HP_0001263,HP_0000286,HP_0000319,HP_0000343,HP_0000356,HP_0000494,HP_0000708,HP_0001156,HP_0001249,HP_0001252,HP_0001388,HP_0001518,HP_0002719,HP_0004322,HP_0008897,HP_0009890,HP_0011229,HP_0000028,HP_0000047,HP_0000160,HP_0000164,HP_0000174,HP_0000179,HP_0000252,HP_0000276,HP_0000316,HP_0000324,HP_0000365,HP_0000426,HP_0000486,HP_0000589,HP_0000639,HP_0000776,HP_0000824,HP_0001172,HP_0001508,HP_0001513,HP_0001627,HP_0001780,HP_0002023,HP_0002650,HP_0002808,HP_0005280,HP_0009623,HP_0011100,HP_0011968,HP_0012810,HP_0030084,HP_0030260,HP_0100790,HP_0200055,HP_0002475
ORPHA_94063	HP_0000085,HP_0000086,HP_0000089,HP_0000233,HP_0000252,HP_0000316,HP_0000325,HP_0000347,HP_0000426,HP_0000445,HP_0000490,HP_0000574,HP_0000664,HP_0000668,HP_0000750,HP_0000819,HP_0000953,HP_0001252,HP_0001256,HP_0001263,HP_0001328,HP_0001337,HP_0001482,HP_0001508,HP_0001511,HP_0001743,HP_0002007,HP_0002308,HP_0002566,HP_0002650,HP_0002714,HP_0003202,HP_0003396,HP_0004209,HP_0004322,HP_0005288,HP_0010739
ORPHA_457240	HP_0000218,HP_0000708,HP_0000750,HP_0001252,HP_0001256,HP_0001337,HP_0002342,HP_0004322,HP_0025502,HP_0000054,HP_0000252,HP_0000316,HP_0000337,HP_0000348,HP_0000400,HP_0000486,HP_0000639,HP_0000716,HP_0000729,HP_0000733,HP_0000739,HP_0000742,HP_0000824,HP_0000954,HP_0001250,HP_0001288,HP_0001385,HP_0001658,HP_0002069,HP_0002171,HP_0002206,HP_0002487,HP_0004437,HP_0006986,HP_0007033,HP_0008734,HP_0010864
ORPHA_240103	HP_0002186,HP_0003474,HP_0007158,HP_0002067,HP_0000514,HP_0002172,HP_0002063,HP_0002359,HP_0002098,HP_0002015,HP_0002374,HP_0001260,HP_0002354,HP_0000511,HP_0002381,HP_0009088,HP_0004373,HP_0001337,HP_0007256,HP_0030217,HP_0045084,HP_0004305,HP_0007885,HP_0006961,HP_0001188,HP_0000570,HP_0001268,HP_0000751,HP_0002548
ORPHA_439	HP_0005180,HP_0012378,HP_0030718,HP_0031664,HP_0001635,HP_0001640,HP_0005150,HP_0010741,HP_0000961,HP_0001694,HP_0002094,HP_0012418,HP_0001217,HP_0001631,HP_0001655,HP_0001708,HP_0011623,HP_0011712,HP_0012383
ORPHA_94058	HP_0000501,HP_0000572,HP_0011497,HP_0012636,HP_0000553,HP_0000587,HP_0000613,HP_0007906,HP_0030532,HP_0200026,HP_3000032,HP_0000593,HP_0004329,HP_0007850,HP_0012040,HP_0000541
ORPHA_99748	HP_0001945,HP_0002315,HP_0003326,HP_0012378,HP_0012735
ORPHA_99742	HP_0000185,HP_0000252,HP_0000340,HP_0000347,HP_0000648,HP_0000737,HP_0000939,HP_0001252,HP_0001274,HP_0001320,HP_0001339,HP_0001376,HP_0001522,HP_0001558,HP_0001942,HP_0001992,HP_0002069,HP_0002119,HP_0002240,HP_0002414,HP_0002509,HP_0004331,HP_0005968,HP_0011344,HP_0011968
ORPHA_437	HP_0002148,HP_0002653,HP_0002748,HP_0001324,HP_0001508,HP_0002749,HP_0003109,HP_0003155,HP_0003498,HP_0006487,HP_0040069,HP_0000083,HP_0000117,HP_0000164,HP_0000694,HP_0001387,HP_0002150,HP_0003127,HP_0004963,HP_0010766,HP_0012052,HP_0020110,HP_0030757,HP_0030758,HP_0100512,HP_0100686,HP_0000121,HP_0000826,HP_0000836,HP_0000843,HP_0003072,HP_0003165,HP_0004484,HP_0005464,HP_0007565,HP_0008208,HP_0010659,HP_0010734,HP_0100774
ORPHA_94059	HP_0000958,HP_0000989,HP_0003138,HP_0012622,HP_0002360,HP_0003774,HP_0011112,HP_0011354,HP_0031355,HP_0031901,HP_0000716,HP_0001581,HP_0002918,HP_0003072,HP_0008732,HP_0011123,HP_0100725,HP_0200034
ORPHA_436	HP_0000164,HP_0000239,HP_0000737,HP_0000772,HP_0000774,HP_0000944,HP_0001024,HP_0001250,HP_0001252,HP_0001363,HP_0001531,HP_0001903,HP_0002093,HP_0002097,HP_0002757,HP_0003072,HP_0004322,HP_0006487,HP_0008872,HP_0010781
ORPHA_99745	HP_0000421,HP_0000988,HP_0001251,HP_0001254,HP_0001259,HP_0001276,HP_0001337,HP_0001347,HP_0001695,HP_0001744,HP_0001945,HP_0002014,HP_0002019,HP_0002027,HP_0002239,HP_0002240,HP_0002315,HP_0002383,HP_0002829,HP_0003326,HP_0004936,HP_0006530,HP_0011675,HP_0012378,HP_0012733,HP_0012735,HP_0100785
ORPHA_171929	HP_0001249,HP_0001510,HP_0001511,HP_0001518,HP_0000119,HP_0000159,HP_0000268,HP_0000316,HP_0000348,HP_0000366,HP_0000478,HP_0000598,HP_0000924,HP_0001155,HP_0001250,HP_0001760,HP_0001999,HP_0011220,HP_0000077,HP_0000143,HP_0000202,HP_0000218,HP_0000233,HP_0000278,HP_0000286,HP_0000347,HP_0000358,HP_0000369,HP_0000400,HP_0000463,HP_0000494,HP_0000582,HP_0001290,HP_0001305,HP_0001384,HP_0001627,HP_0001762,HP_0001831,HP_0002007,HP_0002015,HP_0002020,HP_0002033,HP_0002266,HP_0002275,HP_0002937,HP_0003196,HP_0003199,HP_0005280,HP_0005562,HP_0006055,HP_0006958,HP_0009600,HP_0009879,HP_0010537,HP_0010851,HP_0011181,HP_0011193,HP_0011344,HP_0011451,HP_0011467,HP_0012385,HP_0012745,HP_0012794
ORPHA_101110	HP_0001260,HP_0001272,HP_0001618,HP_0002067,HP_0002514,HP_0007338,HP_0012049,HP_0030188,HP_0000640,HP_0001251,HP_0001347,HP_0002066,HP_0002321,HP_0007256,HP_0007351,HP_0010545,HP_0030185,HP_0030186,HP_0002080
ORPHA_101111	HP_0007328,HP_0007663,HP_0011468,HP_0031422,HP_0100275,HP_0000317,HP_0002013,HP_0002574,HP_0002073,HP_0000012,HP_0000486,HP_0000639,HP_0000763,HP_0001761,HP_0002066,HP_0002464,HP_0002522,HP_0002650,HP_0002936,HP_0003387,HP_0003445,HP_0003487,HP_0006937
ORPHA_284426	HP_0001787,HP_0003388,HP_0003738,HP_0008305,HP_0008331,HP_0009045,HP_0011356,HP_0025474,HP_0025526,HP_0025528,HP_0040189,HP_0200039,HP_0001036,HP_0001919,HP_0002046,HP_0002910,HP_0003072,HP_0007432,HP_0012622,HP_0031190,HP_0031236,HP_0045040,HP_0000989
ORPHA_101112	HP_0001151,HP_0001260,HP_0002070,HP_0002073,HP_0007240,HP_0000639,HP_0000641,HP_0001272,HP_0002078,HP_0003487,HP_0007034
ORPHA_280062	HP_0000867,HP_0000965,HP_0001939,HP_0002905,HP_0003207,HP_0003774,HP_0011122,HP_0011986,HP_0100658,HP_0100758,HP_0100806,HP_0200042
ORPHA_85179	HP_0001250,HP_0001263,HP_0001274,HP_0001338,HP_0002059,HP_0002119,HP_0004330,HP_0006824,HP_0009830,HP_0012444,HP_0012447,HP_0025517,HP_0000405,HP_0002090,HP_0025116
ORPHA_369837	HP_0000248,HP_0000341,HP_0000343,HP_0000348,HP_0000486,HP_0000639,HP_0000938,HP_0001252,HP_0003100,HP_0005280,HP_0010864,HP_0011842,HP_0100704,HP_0000079,HP_0000121,HP_0000365,HP_0000431,HP_0000540,HP_0000767,HP_0001627,HP_0002069,HP_0002123,HP_0002150,HP_0002650,HP_0002705,HP_0002714,HP_0002750,HP_0003072,HP_0003282,HP_0008676,HP_0009824,HP_0010818,HP_0012373,HP_0000107,HP_0000110,HP_0000272,HP_0000347,HP_0000369,HP_0000483,HP_0000545,HP_0000582,HP_0000826,HP_0000829,HP_0001272,HP_0001363,HP_0001382,HP_0001513,HP_0001631,HP_0001643,HP_0001723,HP_0002020,HP_0002101,HP_0002121,HP_0002155,HP_0002263,HP_0002283,HP_0002720,HP_0002850,HP_0002870,HP_0003186,HP_0006480,HP_0006961,HP_0010536,HP_0010804,HP_0010841,HP_0010850,HP_0011199,HP_0011470,HP_0012718,HP_0025330,HP_0030856
ORPHA_85188	HP_0002652,HP_0002753,HP_0002834,HP_0002982,HP_0002986,HP_0003022,HP_0003031,HP_0003856,HP_0003871,HP_0003874,HP_0003985,HP_0003986,HP_0004026,HP_0005622,HP_0006387,HP_0006413,HP_0006429,HP_0008783,HP_0008804,HP_0010498,HP_0010502,HP_0010540,HP_0010639,HP_0011001,HP_0032208,HP_0100670,HP_0100916,HP_0100917,HP_0000938,HP_0002650,HP_0006323
ORPHA_85184	HP_0000218,HP_0000242,HP_0000256,HP_0000260,HP_0000272,HP_0000347,HP_0000494,HP_0000520,HP_0000885,HP_0000938,HP_0000940,HP_0001248,HP_0001760,HP_0002212,HP_0002645,HP_0002673,HP_0002703,HP_0002753,HP_0005446,HP_0006391,HP_0006429,HP_0008438,HP_0009911,HP_0010539,HP_0011001,HP_0011220
ORPHA_293381	HP_0200026,HP_0009926,HP_0000613,HP_0001131,HP_0000622,HP_0008039,HP_0000495,HP_0000559,HP_0000529,HP_0031792,HP_0001097
ORPHA_280071	HP_0000735,HP_0001249,HP_0001250,HP_0001263,HP_0003160,HP_0003642,HP_0008947,HP_0000252,HP_0000365,HP_0000504,HP_0001276,HP_0001347,HP_0001999,HP_0011968,HP_0000278,HP_0000343,HP_0000348,HP_0000486,HP_0000958,HP_0001251,HP_0001508,HP_0002059,HP_0002179,HP_0002282,HP_0002375,HP_0002500,HP_0002509,HP_0002572,HP_0002650,HP_0002910,HP_0003186,HP_0005968,HP_0008000,HP_0008936,HP_0009124,HP_0010851,HP_0011842,HP_0012448,HP_0012704,HP_0012762
ORPHA_85167	HP_0000505,HP_0000548,HP_0000926,HP_0001156,HP_0002812,HP_0002979,HP_0003015,HP_0003025,HP_0003026,HP_0003300,HP_0003510,HP_0005054,HP_0005930,HP_0006487,HP_0007703,HP_0008905,HP_0009803,HP_0010049,HP_0010583,HP_0030329,HP_0000539,HP_0000887,HP_0000946,HP_0003375,HP_0031171,HP_0000486,HP_0000568,HP_0000589,HP_0000602,HP_0000639,HP_0001105,HP_0001132,HP_0002650,HP_0007401,HP_0007688,HP_0007957,HP_0009918,HP_0012153
ORPHA_85168	HP_0000238,HP_0000271,HP_0002176,HP_0004439,HP_0010230
ORPHA_85169	HP_0001156,HP_0004268,HP_0005793,HP_0005819,HP_0006239,HP_0009882
ORPHA_101108	HP_0001347,HP_0002066,HP_0002070,HP_0002073,HP_0000514,HP_0001260,HP_0001310,HP_0003487,HP_0006886,HP_0010831
ORPHA_101109	HP_0001260,HP_0002066,HP_0002070,HP_0002395,HP_0000508,HP_0000514,HP_0000597,HP_0000639,HP_0003487,HP_0001300,HP_0030186,HP_0000708,HP_0000716,HP_0001257,HP_0001332,HP_0002063,HP_0002346,HP_0002354,HP_0002451,HP_0100543
ORPHA_85174	HP_0000272,HP_0000926,HP_0001539,HP_0001762,HP_0030680,HP_0002650,HP_0003042,HP_0006243,HP_0008905
ORPHA_85175	HP_0002703,HP_0002983,HP_0008873,HP_0010655
ORPHA_85170	HP_0002652,HP_0002827,HP_0002868,HP_0002990,HP_0003027,HP_0004018,HP_0004322,HP_0006413,HP_0006434,HP_0006487,HP_0006633,HP_0008808,HP_0010508,HP_0001249,HP_0003042
ORPHA_85172	HP_0000252,HP_0000272,HP_0000444,HP_0000446,HP_0000518,HP_0000520,HP_0000926,HP_0001762,HP_0002007,HP_0003311,HP_0004279,HP_0004322,HP_0004582,HP_0010230,HP_0011833,HP_0200055
ORPHA_85173	HP_0000028,HP_0000047,HP_0000078,HP_0000126,HP_0000135,HP_0000369,HP_0000835,HP_0001252,HP_0001511,HP_0002007,HP_0002983,HP_0005280,HP_0100255
ORPHA_521308	HP_0000219,HP_0000316,HP_0000324,HP_0000430,HP_0000431,HP_0000445,HP_0000456,HP_0001155,HP_0001511,HP_0002714,HP_0002817,HP_0004209,HP_0007874,HP_0010939,HP_0000453,HP_0001274,HP_0001631,HP_0001763,HP_0007330,HP_0008115,HP_0012165
ORPHA_331235	HP_0002719,HP_0032169,HP_0001047,HP_0001510,HP_0200043,HP_0030880,HP_0002850,HP_0002205,HP_0012432,HP_0000491,HP_0011109,HP_0000010,HP_0002110,HP_0032261,HP_0032262,HP_0002960,HP_0000872,HP_0002725,HP_0001370,HP_0001973,HP_0001904,HP_0003493,HP_0012204,HP_0100658,HP_0002840,HP_0005353,HP_0000388,HP_0025439,HP_0031691,HP_0030757,HP_0033430,HP_0011370,HP_0007499,HP_0100537,HP_0002837,HP_0031292,HP_0032275,HP_0012203,HP_0009098,HP_0002028,HP_0032170,HP_0012393,HP_0003193,HP_0002099,HP_0031047,HP_0006775,HP_0012539,HP_0002890,HP_0012126,HP_0045080,HP_0032218,HP_0005415,HP_0030380,HP_0032140,HP_0100280,HP_0002788,HP_0006532,HP_0011108,HP_0002716,HP_0004798,HP_0001287,HP_0100806
ORPHA_263665	HP_0000969,HP_0005523,HP_0100828,HP_0002027,HP_0002014,HP_0002019,HP_0002020,HP_0002253,HP_0002573,HP_0002588,HP_0002592,HP_0004295,HP_0005266,HP_0012425
ORPHA_2196	HP_0000023,HP_0000112,HP_0000545,HP_0000567,HP_0000639,HP_0000787,HP_0000790,HP_0001116,HP_0001537,HP_0007703,HP_0100530
ORPHA_457279	HP_0000256,HP_0000750,HP_0001263,HP_0001290,HP_0001319,HP_0031936,HP_0000478,HP_0000718,HP_0000729,HP_0000733,HP_0000744,HP_0001344,HP_0001999,HP_0002317,HP_0002342,HP_0002465,HP_0002650,HP_0010864,HP_0025160,HP_0000276,HP_0000325,HP_0000369,HP_0000486,HP_0000494,HP_0001251,HP_0001273,HP_0001627,HP_0001629,HP_0002389,HP_0002500,HP_0003196,HP_0006956,HP_0011220,HP_0011800,HP_0100702,HP_0000176,HP_0000218,HP_0000219,HP_0000260,HP_0000268,HP_0000324,HP_0000343,HP_0000483,HP_0001137,HP_0001250,HP_0001284,HP_0001357,HP_0001374,HP_0001583,HP_0001631,HP_0001647,HP_0001655,HP_0001943,HP_0002007,HP_0002021,HP_0002028,HP_0002558,HP_0005216,HP_0005988,HP_0011937,HP_0100350
ORPHA_85163	HP_0000519,HP_0001263,HP_0001317,HP_0002342,HP_0006808,HP_0007256
ORPHA_85164	HP_0000365,HP_0002650,HP_0100490,HP_0100491
ORPHA_85165	HP_0000252,HP_0000889,HP_0000956,HP_0002079,HP_0002197,HP_0002980,HP_0002982,HP_0005871,HP_0009118,HP_0010502,HP_0010864,HP_0011344,HP_0012081,HP_0012444
ORPHA_85166	HP_0000175,HP_0000272,HP_0000369,HP_0000774,HP_0000882,HP_0000926,HP_0001191,HP_0001561,HP_0001773,HP_0001789,HP_0002089,HP_0002652,HP_0002970,HP_0002983,HP_0003021,HP_0003090,HP_0003270,HP_0004279,HP_0005280,HP_0006487,HP_0008839,HP_0008873,HP_0009882,HP_0010306,HP_0011220
ORPHA_409	HP_0000989,HP_0002671,HP_0002860,HP_0007570,HP_0008065,HP_0200034,HP_0200042
ORPHA_2199	HP_0000972,HP_0007543,HP_0001217,HP_0001220,HP_0001231,HP_0007447,HP_0010765,HP_0025092,HP_0032541,HP_0000975,HP_0008066,HP_0010829,HP_0010830,HP_0012385,HP_0025114
ORPHA_2198	HP_0000982,HP_0002017,HP_0002239,HP_0002250,HP_0100751,HP_0001541,HP_0001824,HP_0002015,HP_0002020,HP_0002033,HP_0002240,HP_0004396,HP_0025270,HP_0045026,HP_0100760
ORPHA_85162	HP_0001260,HP_0001324,HP_0002015,HP_0002380,HP_0003202,HP_0003394,HP_0003401
ORPHA_2197	HP_0002150,HP_0012637,HP_0000938,HP_0008672,HP_0000939
ORPHA_405	HP_0003072,HP_0003127,HP_0003513,HP_0003529,HP_0002749,HP_0008250,HP_0008732,HP_0000934,HP_0002017,HP_0002315,HP_0002574,HP_0002918,HP_0004398,HP_0012378,HP_0012609,HP_0000787,HP_0001733,HP_0002199,HP_0002960,HP_0012032
ORPHA_408	HP_0000028,HP_0000939,HP_0001249,HP_0001250,HP_0001252,HP_0001263,HP_0001315,HP_0001942,HP_0002167,HP_0002353,HP_0002650,HP_0003198,HP_0003236,HP_0003307,HP_0003457,HP_0004322,HP_0008182
ORPHA_407	HP_0001250,HP_0002079,HP_0002154,HP_0002353,HP_0010851,HP_0001252,HP_0012705,HP_0100247,HP_0001254,HP_0002033,HP_0002123,HP_0005957,HP_0005972
ORPHA_228426	HP_0001263,HP_0001433,HP_0001531,HP_0001999,HP_0004482,HP_0006528,HP_0000520,HP_0000821,HP_0001971,HP_0002719,HP_0002960,HP_0008947,HP_0011471,HP_0012115,HP_0025379,HP_0100646,HP_0000268,HP_0000269,HP_0000331,HP_0000368,HP_0000453,HP_0000508,HP_0001394,HP_0001409,HP_0001876,HP_0001904,HP_0002007,HP_0002242,HP_0003262,HP_0003453,HP_0006554,HP_0011800,HP_0012385,HP_0025329,HP_0030084,HP_0030151,HP_0031104,HP_0100651
ORPHA_99798	HP_0000677,HP_0005216,HP_0000684,HP_0000687,HP_0000689,HP_0000690,HP_0000691,HP_0000696,HP_0006289,HP_0006336,HP_0011051,HP_0011056,HP_0000202,HP_0000679,HP_0000685,HP_0006297,HP_0006342,HP_0006344,HP_0006482,HP_0011053,HP_0011078,HP_0011219,HP_0012472
ORPHA_404	HP_0000822,HP_0011740,HP_0040084,HP_0011746,HP_0000360,HP_0000421,HP_0001324,HP_0002018,HP_0002170,HP_0002315,HP_0002900,HP_0008221,HP_0200114
ORPHA_403	HP_0000822,HP_0011739,HP_0008221,HP_0040084,HP_0000360,HP_0000421,HP_0001324,HP_0001959,HP_0002018,HP_0002170,HP_0002315,HP_0002900,HP_0011410,HP_0011746,HP_0100602
